81950,"06-01-17, Wolvega",16:30,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,I am Perfect,J.V.M.G. Verbeeck,2100,2,,,"1.16,3",,,,
81950,"06-01-17, Wolvega",16:30,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Staro Foot Loose,Y.R. Mollema,2100,4,,,"1.16,5",,,,
81950,"06-01-17, Wolvega",16:30,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,United Love,J. van Rijn,2100,3,,,"1.16,3",,,,
81950,"06-01-17, Wolvega",16:30,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Velten Barracuda,H. Ebbinge,2100,1,,,"1.17,7",,,,
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,1,Flavius,D.P. Tesselaar,2100,,10,,"1.15,4",,,"€ 2.500,00","2,7"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,2,Tangerine Bi,J.D. ter Borgh,2100,,4,,"1.15,4",,,"€ 1.100,00","13,8"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,3,Fritz Attack,D. Brouwer,2100,,11,,"1.16,0",,,"€ 650,00","29,9"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,4,Eusebio,N. Jongejans,2100,,9,,"1.16,0",,,"€ 300,00","38,7"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,5,Derek Buitenzorg,J.V.M.G. Verbeeck,2100,,7,,"1.16,1",,,"€ 200,00","7,3"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,6,Calypso Bravado,D. Minnema,2100,,3,,"1.16,1",,,"€ 150,00","76,2"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,7,Excellent Legume,P. de Haan,2100,,6,,"1.16,2",,,"€ 100,00","7,5"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,8,Icon Vrijthout,R. Wester,2100,,12,,"1.16,3",,,"€ 0,00","98,5"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,9,Fame Beuckenswyk,H. Ebbinge,2100,,8,,"1.16,9",,,"€ 0,00","10,2"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,10,Donovan Norg,D.J. Hof,2100,,14,,"1.17,6",,,"€ 0,00","98,5"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,A,Fabulous Well,J. van Rijn,2100,,1,,,,,"€ 0,00","6,6"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,A,Fyny Promise,A. Bakker,2100,,2,,,,,"€ 0,00","12,8"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,I,Candy Boko,J.A.H.M. Voorn,2100,,13,,,,,"€ 0,00","64,1"
81950,"06-01-17, Wolvega",17:25,1,PRIX RICK EBBINGE-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 11.000.,,,Drafsport - 2100 - Autostart,I,Cora van Tora,J.H. Mieras,2100,,5,,,,,"€ 0,00","34,7"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,1,Everton,J. Terstal,2100,,14,,"1.15,3",,,"€ 3.000,00",3
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,2,Baco Boy,A. Beekman,2100,,3,,"1.15,9",,,"€ 1.250,00","60,1"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,3,Elliott River,T. Huber,2100,,9,,"1.16,0",,,"€ 750,00",13
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,4,Henley,S. Stolker,2100,,10,,"1.16,2",,,"€ 400,00","16,3"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,5,Barreltje,M.C. Blankendaal,2100,,11,,"1.16,3",,,"€ 250,00","20,5"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,6,Bruno Lanzarote,E. van den Bergh,2100,,5,,"1.16,4",,,"€ 200,00","14,8"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,7,Dasmijn Medo,J. Hunneman,2100,,13,,"1.16,4",,,"€ 150,00","74,5"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,8,Beautheun Lion,S.T. van der Galien,2100,,7,,"1.16,5",,,"€ 0,00","50,6"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,9,Dryade Boko,D. Schneider,2100,,1,,"1.16,7",,,"€ 0,00",69
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,10,Elliot Rich,Y.R. Mollema,2100,,2,,"1.16,7",,,"€ 0,00","35,6"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,11,Edgar Flevo,F.L. Handelaar,2100,,8,,"1.17,3",,,"€ 0,00","4,2"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,A,Ennyus Boko,W.M.J. Brouwer,2100,,12,,,,,"€ 0,00","3,9"
81950,"06-01-17, Wolvega",17:55,2,PRIX JAN VOORN-CHAMPION 2016 (ELITE CHALLENGE),Draverij van meet. Winsom tot € 27.000. Voor amateurrijders (m/v),,,Drafsport - 2100 - Autostart,U,Bokito Starlake,C.J.G. Kramer,2100,,4,,,,,"€ 0,00","69,6"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,1,Heinz Heino,H. Ebbinge,2100,,7,,"1.15,1",,,"€ 2.500,00","3,1"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,2,Touch of Wind Bi,M. Huel,2100,,10,,"1.15,2",,,"€ 1.100,00","5,2"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,3,Ever for ever WS,F. Verkaik,2100,,2,,"1.15,5",,,"€ 650,00","9,1"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,4,Canizares Boko,D. den Dubbelden,2100,,1,,"1.15,6",,,"€ 300,00","27,9"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,5,Dylan F Boko,J. de Leeuw,2100,,11,,"1.15,7",,,"€ 200,00","9,6"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,6,Evans Stardust,P. de Haan,2100,,9,,"1.15,8",,,"€ 150,00","4,8"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,7,Elma Alki,R.T. de Vlieger,2100,,6,,"1.15,8",,,"€ 100,00","25,9"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,8,Calistokingsdeep,J. van der Wal,2100,,4,,"1.15,8",,,"€ 0,00","62,6"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,9,Benjamin Mirage,B.G.M. Vader,2100,,8,,"1.15,9",,,"€ 0,00","64,2"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,10,Benji Boy,S. Schoonhoven,2100,,5,,"1.16,0",,,"€ 0,00","24,9"
81950,"06-01-17, Wolvega",18:25,3,PRIX FRED HANDELAAR-CHAMPION 2016 (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 18.500.,,,Drafsport - 2100 - Autostart,A,Egbert Schermer,D. Paling,2100,,3,,,,,"€ 0,00","10,6"
81950,"06-01-17, Wolvega",18:55,4,PRIX SAMANTHA STOLKER-CHAMPION 2016 (MERWESTAAL TALENT CH.),Draverij van meet. Winsom tot € 4.750. (g.l.s.),,,Drafsport - 2100 - Autostart,1,Gonda Schermer,H. Ebbinge,2100,,7,,"1.16,0",,,"€ 2.000,00","1,5"
81950,"06-01-17, Wolvega",18:55,4,PRIX SAMANTHA STOLKER-CHAMPION 2016 (MERWESTAAL TALENT CH.),Draverij van meet. Winsom tot € 4.750. (g.l.s.),,,Drafsport - 2100 - Autostart,2,Gimoko Polly,J. de Leeuw,2100,,1,,"1.16,4",,,"€ 750,00","12,9"
