39340,"02-01-05, Wolvega",13:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Nui Super,C.F. Kamminga,2100,2,,,"1.21,4",,,,
39340,"02-01-05, Wolvega",13:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Bono Rietlanden,B.C.F. te Pas,2100,1,,,"1.22,1",,,,
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,1,Ronja Hornline,H.F. Hofstra,2100,,5,,"1.19,0",,,"€ 425,00",2
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,2,Sil de Landerije,F.L. Handelaar,2100,,2,,"1.19,3",,,"€ 215,00","2,8"
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,3,Orma Jet,M.H. Mol,2100,,8,,"1.19,7",,,"€ 100,00","12,2"
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,4,Petruschka,A. Beekman,2100,,3,,"1.19,8",,,"€ 70,00","22,2"
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,5,Ranger Apache,E. Holdinga,2100,,4,,"1.19,9",,,"€ 0,00",4
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,6,Otanaskeh Naomi,M. Swaab,2100,,7,,"1.20,0",,,"€ 0,00","32,7"
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,7,Risky,A. van Wijngaarden,2100,,1,,"1.20,5",,,"€ 0,00","36,6"
39340,"02-01-05, Wolvega",14:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot ¿ 6.500.,,,Drafsport - 2100 - Autostart,8,Mitsa Prima,D.E.T. Plantenga,2100,,6,,"1.21,5",,,"€ 0,00","99,9"
