87123,"01-01-18, Nootdorp",13:30,1,Kortebaan Nootdorp,,,,Drafsport - 300 - Bandenstart,,Calistokingsdeep,L.D. Pegram,300,1,,,,,,,
83252,"05-01-18, Wolvega",16:45,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Grand Seigneur,J. van Rijn,2100,3,,,"1.17,8",,,,
83252,"05-01-18, Wolvega",16:45,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Glayva Bros,D.P. Tesselaar,2100,5,,,"1.18,1",,,,
83252,"05-01-18, Wolvega",16:45,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Galvani Boko,J.H. Mieras,2100,4,,,"1.17,2",,,,
83252,"05-01-18, Wolvega",16:45,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Suprisingly Diva,C.D. Aalbers,2100,2,,,"1.18,7",,,,
83252,"05-01-18, Wolvega",16:45,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Heine Attack,D. den Dubbelden,2100,1,,,"1.21,9",,,,
83252,"05-01-18, Wolvega",17:25,1,PRIX MORE CAVIAR (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 14.000.,,,Drafsport - 2100 - Autostart,1,Versus As,R. Bakker,2100,,7,,"1.15,6",,,"€ 3.000,00","1,3"
83252,"05-01-18, Wolvega",17:25,1,PRIX MORE CAVIAR (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 14.000.,,,Drafsport - 2100 - Autostart,2,Fleur Swagerman,T. Bos,2100,,1,,"1.15,9",,,"€ 1.250,00","27,8"
83252,"05-01-18, Wolvega",17:25,1,PRIX MORE CAVIAR (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 14.000.,,,Drafsport - 2100 - Autostart,3,Flits Harley,B.G.M. Vader,2100,,6,,"1.16,0",,,"€ 750,00","26,6"
83252,"05-01-18, Wolvega",17:25,1,PRIX MORE CAVIAR (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 14.000.,,,Drafsport - 2100 - Autostart,4,Helena di Quattro,J.V.M.G. Verbeeck,2100,,10,,"1.16,0",,,"€ 400,00","5,8"
83252,"05-01-18, Wolvega",17:25,1,PRIX MORE CAVIAR (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 14.000.,,,Drafsport - 2100 - Autostart,5,Godiva Flevo,M. Brouwer,2100,,2,,"1.16,0",,,"€ 250,00","36,6"
