event,date_track,race_time,race_number,race_title,description1,description2,description3,race_infos,nr.,paard,rijder,afstand,startnummer,startnr,box,tijd,na 1e,Hcap,prijs,COTE
94490,"03-01-20, Wolvega",18:30,3,PRIX DE MONS (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 26.000.,,,Drafsport - 2100 - Autostart,4,Zarch Wise As,R.L. Pools,2100,,5,,"1.15,8",,,"€ 400,00","18,2"
94490,"03-01-20, Wolvega",18:30,3,PRIX DE MONS (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 26.000.,,,Drafsport - 2100 - Autostart,5,Hour of Power,S. Schoonhoven,2100,,1,,"1.15,9",,,"€ 250,00","23,9"
94490,"03-01-20, Wolvega",18:30,3,PRIX DE MONS (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 26.000.,,,Drafsport - 2100 - Autostart,A,Freedom Fighter,J.F. van Dooyeweerd,2100,,7,,,,,"€ 0,00","30,5"
94490,"03-01-20, Wolvega",18:30,3,PRIX DE MONS (BOKO CHAMPIONS CHALLENGE),Draverij van meet. Winsom tot € 26.000.,,,Drafsport - 2100 - Autostart,S,Gibson Boko,R. Bakker,2100,,8,,"1.15,7",,,"€ 0,00","4,6"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,1,Dame Quick,J. van Rijn,2600,,6,,"1.17,3",,,"€ 2.500,00","1,9"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,2,Dona de Vrie,S. Schoonhoven,2600,,8,,"1.17,3",,,"€ 1.100,00",6
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,3,Fortuna Phyt's,J.H. Mieras,2600,,5,,"1.17,3",,,"€ 650,00","6,2"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,4,Etoile d'Aldrica,A. Bakker,2600,,2,,"1.17,6",,,"€ 300,00","35,2"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,5,Dolly Pop,R.T. de Vlieger,2600,,7,,"1.17,7",,,"€ 200,00","10,3"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,6,Fulana de Tal,J.F. van Dooyeweerd,2600,,1,,"1.17,8",,,"€ 150,00","39,3"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,7,Diva Divine TF,R. Bakker,2600,,3,,"1.18,0",,,"€ 100,00","39,9"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,8,Farofera,R.L. Pools,2600,,4,,"1.19,7",,,"€ 0,00","53,9"
94490,"03-01-20, Wolvega",19:00,4,PRIX BILLIE DE MONTFORT (TROTTEUR FRANCAIS LADY CHALLENGE),Draverij van meet voor Franse merries. Winsom tot € 30.000. (g.l.s.),,,Drafsport - 2600 - Autostart,A,Esmeralda Face,H. Ebbinge,2600,,9,,,,,"€ 0,00","6,7"
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,1,Ahura Mazda Font,H. Ebbinge,2100,,8,,"1.15,9",,,"€ 2.000,00","1,2"
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,2,Indy Starlake,R. Bakker,2100,,6,,"1.16,1",,,"€ 750,00",23
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,3,Jawis,P. de Haan,2100,,3,,"1.16,2",,,"€ 500,00","7,6"
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,4,Kia ora,F. Verkaik,2100,,7,,"1.16,3",,,"€ 300,00","9,9"
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,5,Felicity,C.H. Loman,2100,,4,,"1.16,6",,,"€ 200,00",30
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,6,Ivor VH,D.P. Tesselaar,2100,,1,,"1.16,8",,,"€ 150,00",17
94490,"03-01-20, Wolvega",19:30,5,PRIX DE SON PARDO (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 3.500. (g.l.s.),,,Drafsport - 2100 - Autostart,7,Ida Swagerman,F.W. van der Blonk,2100,,2,,"1.17,2",,,"€ 100,00",46
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,1,Harrison Boko,R. Wester,2100,,6,,"1.15,8",,,"€ 2.500,00","14,9"
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,2,Zurich As,A. Bakker,2100,,7,,"1.15,9",,,"€ 1.100,00","5,8"
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,3,Shabani BR,H.M. Janssen,2100,,2,,"1.16,1",,,"€ 650,00","1,7"
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,4,Iowa River,N. Jongejans,2100,,5,,"1.16,5",,,"€ 300,00","6,7"
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,5,Loverboy Vrijthout,T. Bos,2100,,1,,"1.16,6",,,"€ 200,00",48
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,6,Fernando Meadow,R.L. Pools,2100,,8,,"1.16,6",,,"€ 150,00",63
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,7,Bella del Sol,J. van Rijn,2100,,3,,"1.16,6",,,"€ 100,00","6,2"
94490,"03-01-20, Wolvega",20:00,6,PRIX D'AVENCHES (PAYDAY WINNER CHALLENGE),Draverij van meet. Winsom tot € 8.000.,,,Drafsport - 2100 - Autostart,A,Ivar,T.H. Kooyman,2100,,4,,,,,"€ 0,00",24
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,1,Goo River Flevo,A. Bakker,2100,,5,,"1.17,4",,,"€ 1.000,00",5
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,2,Girlofmanymissions,C.F. Kamminga,2120,,6,,"1.16,8",,,"€ 400,00","3,6"
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,3,He Gerritdelange,J.T.S. Dekker,2100,,4,,"1.17,9",,,"€ 200,00","12,9"
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,4,Hendrik Schermer,F.W. van der Blonk,2100,,1,,"1.17,9",,,"€ 150,00","53,9"
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,5,Jewel Star,J. van Rijn,2120,,8,,"1.17,3",,,"€ 120,00","1,9"
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,A,Drogba Apache,E. Korrel,2100,,3,,,,,"€ 0,00","52,1"
94490,"03-01-20, Wolvega",20:25,7,PRIX DE BERLIN MARIENDORF (PAYDAY WINNER CHALLENGE),Prijzendraverij. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,A,Devil,D.P. Tesselaar,2100,,2,,,,,"€ 0,00","17,5"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,1,FromHeaven Idzarda,D.P. Tesselaar,2100,,4,,"1.16,7",,,"€ 1.000,00","9,8"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,2,Just Massive,M.F. Rothengatter,2100,,1,,"1.16,7",,,"€ 400,00","2,7"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,3,Velten Pokerface,H. Ebbinge,2100,,7,,"1.17,3",,,"€ 200,00","6,2"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,4,Inflation,R.L. Pools,2100,,6,,"1.17,3",,,"€ 150,00","4,8"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,5,Go Without I.D. TF,F. Verkaik,2100,,5,,"1.17,7",,,"€ 120,00","6,8"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,6,J.J. Stitch,A. Bakker,2100,,2,,"1.18,0",,,"€ 80,00","7,2"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,7,Jusain Bolt,R. Bakker,2100,,3,,"1.19,1",,,"€ 50,00","38,9"
94490,"03-01-20, Wolvega",20:50,8,PRIX DE GELSENKIRCHEN (MERWESTAAL TALENT CHALLENGE),Draverij van meet. Winsom tot € 1.000. (g.l.s.),,,Drafsport - 2100 - Autostart,8,Finishing Point,J. Offeringa,2100,,8,,"1.21,3",,,"€ 0,00","99,9"
94500,"10-01-20, Wolvega",17:50,KW,Kwalificatieproef Trotteur Francais,,,,Drafsport - 2100 - Bandenstart,V,Genial Smiling,P.J.P. Hagoort,2100,1,,,"1.15,6",,,,
94500,"10-01-20, Wolvega",18:00,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Napa Valley,C.F. Kamminga,2100,4,,,"1.16,4",,,,
94500,"10-01-20, Wolvega",18:00,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Kenickie Kite,T. Bos,2100,1,,,"1.19,8",,,,
94500,"10-01-20, Wolvega",18:00,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Viking d'Orion,R.L. Pools,2100,3,,,"1.16,3",,,,
94500,"10-01-20, Wolvega",18:00,KW,Kwalificatieproef,,,,Drafsport - 2100 - Autostart,V,Velten Swarovski,H. Ebbinge,2100,2,,,"1.18,0",,,,
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,1,Ennis Stone,M.F. Rothengatter,2600,,3,,"1.17,3",,,"€ 2.500,00","3,2"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,2,Free Victory,M. Brouwer,2600,,7,,"1.18,0",,,"€ 1.100,00","66,2"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,3,El Greco,T.H. Kooyman,2600,,2,,"1.18,2",,,"€ 650,00","11,5"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,4,Flying Jet,D. Brouwer,2600,,11,,"1.18,2",,,"€ 300,00","11,4"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,5,Falco du Fief,R. Bakker,2600,,1,,"1.18,3",,,"€ 200,00","47,5"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,6,Earthquake Bellay,D. Minnema,2600,,13,,"1.18,3",,,"€ 150,00",50
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,7,Divine du Parc,T. Bos,2600,,9,,"1.18,4",,,"€ 100,00","97,8"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,8,Flupke Pan TF,G. Celis,2600,,12,,"1.18,5",,,"€ 0,00","7,6"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,9,Genius Josselyn,J. van Rijn,2600,,10,,"1.18,8",,,"€ 0,00",6
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,10,Edmond des Mares,G. de Jong,2600,,8,,"1.19,0",,,"€ 0,00",76
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,11,Golden Evasion,H. Ebbinge,2600,,4,,"1.21,3",,,"€ 0,00","20,7"
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,A,Etat d'Esprit,A. Lehmann,2600,,14,,,,,"€ 0,00",84
94500,"10-01-20, Wolvega",18:30,1,PRIX CALLISTA BIZOUX (TROTTEUR FRANCAIS BRONZE CHALLENGE),Draverij van meet voor Franse paarden. Winsom tot € 15.000. (g.l.s.),,,Drafsport - 2600 - Autostart,A,Eh Petit des Vents,R. Wester,2600,,6,,,,,"€ 0,00","3,8"
94500,"10-01-20, Wolvega",19:00,2,REVANCHE DU CHAMPIONNAT DES TROTTEUR FRANCAIS (TF GOLDEN),Draverij van meet voor Franse paarden.,,,Drafsport - 2600 - Autostart,1,Do You Love Me,C.F. Kamminga,2600,,4,,"1.15,8",,,"€ 5.000,00","5,3"
94500,"10-01-20, Wolvega",19:00,2,REVANCHE DU CHAMPIONNAT DES TROTTEUR FRANCAIS (TF GOLDEN),Draverij van meet voor Franse paarden.,,,Drafsport - 2600 - Autostart,2,Baladin Williams,J. Fikse,2600,,1,,"1.16,0",,,"€ 2.500,00","10,3"
