event,date_track,race_time,race_number,race_title,description1,description2,description3,race_infos,nr.,paard,rijder,afstand,startnummer,startnr,box,tijd,na 1e,Hcap,prijs,COTE
29593,"05-01-02, Wolvega",15:25,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Nippy Devil,F.W. van der Blonk,2100,5,,,"1.19,5",,,,
29593,"05-01-02, Wolvega",15:25,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Nancy Wielinga,C. Hetteling jr.,2100,2,,,"1.19,8",,,,
29593,"05-01-02, Wolvega",15:25,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Pietje Bel,C.D. Imming,2100,3,,,"1.21,0",,,,
29593,"05-01-02, Wolvega",15:25,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Pleuny Steenwijk,M. Huel,2100,1,,,"1.22,3",,,,
29593,"05-01-02, Wolvega",15:25,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Olympia Broline,H.W. Langeweg,2100,4,,,"1.20,3",,,,
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,1,Norman Grandy,M.H. Mol,2100,,8,,"1.19,5",,,"€ 600,00","2,3"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,2,Ocean Breeze,A. Beekman,2100,,7,,"1.19,6",,,"€ 175,00","10,4"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,3,Normandy Oldeson,K.K. Bijkerk,2100,,6,,"1.19,7",,,"€ 80,00","14,7"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,4,Oleta Boko,H. Otten,2100,,5,,"1.19,7",,,"€ 60,00","3,1"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,5,Mascot Hazie,M.A. Streng,2100,,4,,"1.19,9",,,"€ 35,00","15,8"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,6,Oneway Furniture,G. van den Bor,2100,,2,,"1.20,0",,,"€ 0,00","3,8"
29593,"05-01-02, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet voor amatrices en amateurrijders. Winsom tot 4.000 euro.,,,Drafsport - 2100 - Autostart,7,Nicoletta,M.J.C. Middelweerd,2100,,1,,"1.20,2",,,"€ 0,00","29,5"
29593,"05-01-02, Wolvega",16:25,2,Happy New Year-prijs,Draverij van meet. Winsom tot 2.500 euro.,,,Drafsport - 2100 - Autostart,1,On Top Supreme,C.P.G. Wortel,2100,,6,,"1.18,3",,,"€ 600,00","3,5"
29593,"05-01-02, Wolvega",16:25,2,Happy New Year-prijs,Draverij van meet. Winsom tot 2.500 euro.,,,Drafsport - 2100 - Autostart,2,Prow Vryenesse,T.H. Kooyman,2100,,7,,"1.18,6",,,"€ 175,00","1,7"
29593,"05-01-02, Wolvega",16:25,2,Happy New Year-prijs,Draverij van meet. Winsom tot 2.500 euro.,,,Drafsport - 2100 - Autostart,3,OJ Jack,J.H. Hennink,2100,,5,,"1.19,0",,,"€ 80,00","10,6"
29593,"05-01-02, Wolvega",16:25,2,Happy New Year-prijs,Draverij van meet. Winsom tot 2.500 euro.,,,Drafsport - 2100 - Autostart,4,Nogaret,T.J.P. Koning,2100,,3,,"1.19,1",,,"€ 95,00","8,7"
