event,date_track,race_time,race_number,race_title,description1,description2,description3,race_infos,nr.,paard,rijder,afstand,startnummer,startnr,box,tijd,na 1e,Hcap,prijs,COTE
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Marybell,C. Hetteling jr.,2100,7,,,"1.19,9",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Odin Kingly,K.L.C. Roeges,2100,2,,,"1.19,2",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Ocean Champ,R.J.W. Heynen,2100,3,,,"1.19,7",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Rita Dee,E. Ganzinotti,2100,5,,,"1.21,4",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Odemilo Hanover,P. de Haan,2100,4,,,"1.18,9",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Rex de Linde,A.W. Bosscha,2100,1,,,"1.20,6",,,,
33084,"04-01-03, Wolvega",15:15,KW,Kwalificatieproef Draf,,,,Drafsport - 2100 - Autostart,V,Osasuna Meadow,S.K. de Glee,2100,6,,,"1.19,2",,,,
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,1,Phoebe Magnus,H.W. Schoonhoven,2100,,6,,"1.19,5",,,"€ 485,00","2,8"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,2,Risky,J.C. Bot,2100,,4,,"1.19,6",,,"€ 225,00","5,1"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,3,Pompays,H. Hamming,2100,,5,,"1.19,7",,,"€ 100,00","5,3"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,4,Ozo Oldeson,J. van Strien,2100,,1,,"1.19,8",,,"€ 55,00","42,7"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,5,Once More,R.J.W. Heynen,2100,,7,,"1.19,9",,,"€ 35,00","4,1"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,6,Pentax R,E. Bot,2100,,3,,"1.20,0",,,"€ 0,00","5,4"
33084,"04-01-03, Wolvega",16:00,1,Gelukkig Nieuwjaar-prijs,Draverij van meet. Winsom tot ¿ 2.500.,,,Drafsport - 2100 - Autostart,7,Moonlight Magic,J.C. op de Hoek,2100,,2,,"1.20,0",,,"€ 0,00","12,5"
33084,"04-01-03, Wolvega",16:25,2,Felice Anno Nuovo-prijs,Draverij van meet. Winsom tot ¿ 24.000.,,,Drafsport - 2100 - Autostart,1,Moody Blue,K.L.C. Roeges,2100,,4,,"1.17,8",,,"€ 755,00","1,4"
33084,"04-01-03, Wolvega",16:25,2,Felice Anno Nuovo-prijs,Draverij van meet. Winsom tot ¿ 24.000.,,,Drafsport - 2100 - Autostart,2,Nevele W,M.K. Klooster-van der Meer,2100,,3,,"1.18,0",,,"€ 350,00","5,5"
33084,"04-01-03, Wolvega",16:25,2,Felice Anno Nuovo-prijs,Draverij van meet. Winsom tot ¿ 24.000.,,,Drafsport - 2100 - Autostart,3,Lefkas Oldeson,J. Westenbrink,2100,,1,,"1.18,3",,,"€ 155,00","2,3"
33084,"04-01-03, Wolvega",16:50,3,Stastny Novy Rok-prijs,Draverij van meet. Winsom tot ¿ 400.(1e afdeling),,,Drafsport - 2100 - Autostart,1,Rhythmandblues,R.L. Pools,2100,,2,,"1.20,0",,,"€ 460,00","1,3"
33084,"04-01-03, Wolvega",16:50,3,Stastny Novy Rok-prijs,Draverij van meet. Winsom tot ¿ 400.(1e afdeling),,,Drafsport - 2100 - Autostart,2,Steef Hanover,A.W. Bosscha,2100,,4,,"1.21,7",,,"€ 210,00",7
33084,"04-01-03, Wolvega",16:50,3,Stastny Novy Rok-prijs,Draverij van meet. Winsom tot ¿ 400.(1e afdeling),,,Drafsport - 2100 - Autostart,3,Vikings Jupiter,C.P.G. Wortel,2100,,8,,"1.22,4",,,"€ 95,00","27,5"
33084,"04-01-03, Wolvega",16:50,3,Stastny Novy Rok-prijs,Draverij van meet. Winsom tot ¿ 400.(1e afdeling),,,Drafsport - 2100 - Autostart,4,Racing Fund,H. Hamming,2100,,1,,"1.22,6",,,"€ 50,00","22,7"
