event,date_track,race_time,race_number,race_title,description1,description2,description3,race_infos,nr.,paard,rijder,afstand,startnummer,startnr,box,tijd,na 1e,Hcap,prijs,COTE
55788,"30-01-10, Wolvega",,7,,Prijzendraverij. Winsom vanaf € 4.000 tot € 10.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Vario Baldwin,J.A.H.M. Voorn,2100,,,,,,,,
55788,"30-01-10, Wolvega",,8,,Draverij van meet. Winsom tot € 17.000.,,,Drafsport - 2100 - Autostart,,Admiral d'Aunou,A. de Wrede,2100,,,,,,,,
55788,"30-01-10, Wolvega",,8,,Draverij van meet. Winsom tot € 17.000.,,,Drafsport - 2100 - Autostart,,Weeschtaaj,R.T. de Vlieger,2100,,,,,,,,
55788,"30-01-10, Wolvega",,8,,Draverij van meet. Winsom tot € 17.000.,,,Drafsport - 2100 - Autostart,,Vanity Fame B,R. Wester,2100,,,,,,,,
55788,"30-01-10, Wolvega",,8,,Draverij van meet. Winsom tot € 17.000.,,,Drafsport - 2100 - Autostart,,Trixie Dragon,N. Jongejans,2100,,,,,,,,
55788,"30-01-10, Wolvega",,10,,Draverij van meet. Winsom tot € 45.000. (g.l.s.),,,Drafsport - 1609 - Autostart,,Tim Trot,R.T. de Vlieger,1609,,,,,,,,
55788,"30-01-10, Wolvega",,11,,Prijzendraverij. (g.l.s.),,,Drafsport - 3100 - Bandenstart,,Videx SR,A. de Wrede,3100,,,,,,,,
55788,"30-01-10, Wolvega",,11,,Prijzendraverij. (g.l.s.),,,Drafsport - 3100 - Bandenstart,,Tepee River,P. Solleveld,3100,,,,,,,,
55788,"30-01-10, Wolvega",,11,,Prijzendraverij. (g.l.s.),,,Drafsport - 3100 - Bandenstart,,Marcel Bos,J.F.C.M. van Koolwijk,3100,,,,,,,,
55811,"20-02-10, Wolvega",,1,,Draverij van meet. Winsom tot € 400.,,,Drafsport - 2100 - Autostart,,Zenith BD,Onbekende rijder,2100,,,,,,,,
55811,"20-02-10, Wolvega",,1,,Draverij van meet. Winsom tot € 400.,,,Drafsport - 2100 - Autostart,,Young Mr Mo,A. de Wrede,2100,,,,,,,,
55811,"20-02-10, Wolvega",,3,,Draverij van meet. Winsom tot € 1.600. (loting),,,Drafsport - 2100 - Autostart,,Alysses M,T.H. Kooyman,2100,,,,,,,,
55811,"20-02-10, Wolvega",,3,,Draverij van meet. Winsom tot € 1.600. (loting),,,Drafsport - 2100 - Autostart,,Zico Express,R.T. de Vlieger,2100,,,,,,,,
55811,"20-02-10, Wolvega",,4,,Draverij van meet. Winsom tot € 3.500. (loting),,,Drafsport - 2100 - Autostart,,Ytranssbelwin R,R.T. de Vlieger,2100,,,,,,,,
55811,"20-02-10, Wolvega",,4,,Draverij van meet. Winsom tot € 3.500. (loting),,,Drafsport - 2100 - Autostart,,Zaskia Fortuna,F.W. van der Blonk,2100,,,,,,,,
55811,"20-02-10, Wolvega",,4,,Draverij van meet. Winsom tot € 3.500. (loting),,,Drafsport - 2100 - Autostart,,Zur Beuckenswijk,T.H. Kooyman,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Wizard Renka,Onbekende rijder,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Warrie Renka,A. Bakker,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Zoon van Minne,M.K. Klooster-van der Meer,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Youri C,D. Minnema,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Your Love Lois,Onbekende rijder,2100,,,,,,,,
55811,"20-02-10, Wolvega",,5,,Draverij van meet. Winsom tot € 7.000.,,,Drafsport - 2100 - Autostart,,Vigo Ricardo,S.K. de Glee,2100,,,,,,,,
55811,"20-02-10, Wolvega",,6,,Draverij van meet. Winsom tot € 12.000. (g.l.s.),,,Drafsport - 1609 - Autostart,,Yahama,N. Jongejans,1609,,,,,,,,
55811,"20-02-10, Wolvega",,6,,Draverij van meet. Winsom tot € 12.000. (g.l.s.),,,Drafsport - 1609 - Autostart,,Indigo Man,T.H. Kooyman,1609,,,,,,,,
55811,"20-02-10, Wolvega",,7,,Draverij van meet. Winsom tot € 18.000.,,,Drafsport - 2100 - Autostart,,Enchanter,R.T. de Vlieger,2100,,,,,,,,
55811,"20-02-10, Wolvega",,7,,Draverij van meet. Winsom tot € 18.000.,,,Drafsport - 2100 - Autostart,,Yos JE,D.P. Tesselaar,2100,,,,,,,,
55811,"20-02-10, Wolvega",,7,,Draverij van meet. Winsom tot € 18.000.,,,Drafsport - 2100 - Autostart,,Warrior Victory,F.W. van der Blonk,2100,,,,,,,,
55811,"20-02-10, Wolvega",,7,,Draverij van meet. Winsom tot € 18.000.,,,Drafsport - 2100 - Autostart,,Admiral d'Aunou,A. de Wrede,2100,,,,,,,,
55811,"20-02-10, Wolvega",,8,,Prijzendraverij. Winsom vanaf € 10.000 tot € 25.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Videx SR,A. de Wrede,2100,,,,,,,,
55811,"20-02-10, Wolvega",,8,,Prijzendraverij. Winsom vanaf € 10.000 tot € 25.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Terry H,H. Hamming,2100,,,,,,,,
55811,"20-02-10, Wolvega",,8,,Prijzendraverij. Winsom vanaf € 10.000 tot € 25.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Yankee Butcher,R.T. de Vlieger,2100,,,,,,,,
55811,"20-02-10, Wolvega",,8,,Prijzendraverij. Winsom vanaf € 10.000 tot € 25.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Vanilla Ice,F.W. van der Blonk,2100,,,,,,,,
55811,"20-02-10, Wolvega",,8,,Prijzendraverij. Winsom vanaf € 10.000 tot € 25.000. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Tibor Sammer,N. Jongejans,2100,,,,,,,,
55811,"20-02-10, Wolvega",,9,,Draverij van meet. Winsom tot € 35.000.,,,Drafsport - 2100 - Autostart,,Yordi va Camstra,R.T. de Vlieger,2100,,,,,,,,
55811,"20-02-10, Wolvega",,10,,Draverij van meet. Winsom tot € 50.000. Voor amatrices en amateurrijders. (loting),,,Drafsport - 2100 - Autostart,,Timeless Renka,H. Tjalsma,2100,,,,,,,,
55811,"20-02-10, Wolvega",,10,,Draverij van meet. Winsom tot € 50.000. Voor amatrices en amateurrijders. (loting),,,Drafsport - 2100 - Autostart,,Syrene Promise,A. Beekman,2100,,,,,,,,
55811,"20-02-10, Wolvega",,11,,Monte-prijzendraverij. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Swiebertje Kes,Onbekende rijder,2100,,,,,,,,
55811,"20-02-10, Wolvega",,11,,Monte-prijzendraverij. (g.l.s.),,,Drafsport - 2100 - Bandenstart,,Without a Trace,S. de Vries,2100,,,,,,,,
56070,"14-03-10, Duindigt",12:40,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Indy wood,F.A. Westerveld,2000,1,,,"1.22,5",,,,
56070,"14-03-10, Duindigt",12:40,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Ali Shuffle,H.W. Langeweg jr.,2000,3,,,"1.25,1",,,,
56070,"14-03-10, Duindigt",12:40,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Zeumhuuster,D. Minnema,2000,2,,,"1.22,9",,,,
56070,"14-03-10, Duindigt",12:50,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Ueda Stardust,M.J. Heynen,2000,4,,,"1.19,6",,,,
56070,"14-03-10, Duindigt",12:50,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Armbro Groenhof,H.W. Langeweg jr.,2000,1,,,"1.19,1",,,,
56070,"14-03-10, Duindigt",12:50,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Yatho,W.H.M. van der Mespel,2000,2,,,"1.20,9",,,,
56070,"14-03-10, Duindigt",12:50,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Vip Weber,R.L. Pools,2000,3,,,"1.19,1",,,,
56070,"14-03-10, Duindigt",13:00,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Reve de Servette,R.L. Pools,2000,4,,,"1.18,3",,,,
56070,"14-03-10, Duindigt",13:00,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Main Wise As,H.W. Langeweg,2000,5,,,"1.17,2",,,,
56070,"14-03-10, Duindigt",13:00,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Zidane,H.W. Langeweg jr.,2000,3,,,"1.17,2",,,,
56070,"14-03-10, Duindigt",13:00,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Yorki Boko,R.T. de Vlieger,2000,2,,,"1.18,2",,,,
56070,"14-03-10, Duindigt",13:00,KW,Kwalificatieproef,,,,Drafsport - 2000 - Autostart,V,Uniek Buitenzorg,N. Jongejans,2000,1,,,"1.18,7",,,,
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,1,Alamo Boko,H.W. Langeweg jr.,2000,,4,,"1.20,9",,,"€ 400,00","1,2"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,2,Zarzuela,M. Huel,2000,,6,,"1.21,2",,,"€ 200,00","6,4"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,3,Zioletta D,H. Ebbinge,2000,,2,,"1.21,3",,,"€ 95,00","50,3"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,4,Zeroninenine,D.P. Tesselaar,2000,,8,,"1.21,3",,,"€ 65,00","8,8"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,5,Zenith BD,M.K. Klooster-van der Meer,2000,,5,,"1.21,5",,,"€ 40,00","41,2"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,6,Zeb de Legume,J.G.C. van Veen,2000,,9,,"1.21,8",,,"€ 0,00","9,4"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,7,Yazs Spirit,A. Gruijs,2000,,7,,"1.22,1",,,"€ 0,00","75,5"
56070,"14-03-10, Duindigt",13:30,1,Cas Services-prijs (trio en kwartet),Draverij van meet. Winsom tot € 400.,,,Drafsport - 2000 - Autostart,S,Zensational Norg,F.A. Westerveld,2000,,3,,"1.21,5",,,"€ 0,00","18,8"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,1,Colombus Vivant,A. Harzé,2000,,7,,"1.21,5",,,"€ 400,00","4,2"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,2,Whisper Jubilee,W.M.J. Brouwer,2000,,8,,"1.21,6",,,"€ 200,00","2,6"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,3,Zoon van Medo,R.L. Pools,2000,,2,,"1.22,4",,,"€ 95,00","9,4"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,4,Aafke BD,M.K. Klooster-van der Meer,2000,,1,,"1.22,6",,,"€ 65,00","53,1"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,5,Yline Fibber,J.A.L. Batist,2000,,4,,"1.23,2",,,"€ 40,00","79,6"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,A,Wenda Charisma,H. Ebbinge,2000,,5,,,,,"€ 0,00","3,9"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,A,Young 'n fanatic,E. van den Bergh,2000,,3,,,,,"€ 0,00","6,8"
56070,"14-03-10, Duindigt",13:52,2,Oyonnax-prijs (trio en kwartet),Draverij van meet. Winsom tot € 1.600.,,,Drafsport - 2000 - Autostart,D,Yff de Legume,C.D. Imming,2000,,9,,"1.26,7",,,"€ 0,00","9,1"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,1,Sabatay,S. Wiedijk,2220,,6,,"1.18,0",,,"€ 400,00","3,5"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,2,Viking Furniture,A.A. de Heer,2220,,5,,"1.18,5",,,"€ 200,00","3,6"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,3,Swiebertje Kes,N.J. Hollenberg,2240,,7,,"1.19,2",,,"€ 95,00","4,6"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,4,Without a Trace,S. de Vries,2200,,2,,"1.21,4",,,"€ 65,00","3,7"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,A,Tygo Idzarda,M. Huel,2240,,8,,,,,"€ 0,00","6,3"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,A,Yariba,A. Beekman,2200,,1,,,,,"€ 0,00","38,7"
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,A,Tony Trot,A.M.J. Batist,2220,,4,,,,,"€ 0,00",30
56070,"14-03-10, Duindigt",14:14,3,Wellington-prijs (trio en kwartet),Monte-prijzendraverij. (g.l.s.) (Nootdorp piste),,,Drafsport - 2200 - Bandenstart,A,Sydney,S. Bakker,2220,,3,,,,,"€ 0,00","85,7"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,1,Zazu Butcher,F.A. Westerveld,2000,,3,,"1.18,0",,,"€ 650,00","6,5"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,2,Zepia Melon,D.P. Tesselaar,2000,,4,,"1.18,4",,,"€ 325,00","6,2"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,3,Wieteke,R. Wester,2000,,2,,"1.18,6",,,"€ 155,00","14,4"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,4,Zaskia Fortuna,F.W. van der Blonk,2000,,6,,"1.18,8",,,"€ 105,00","7,5"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,5,Zico Express,R.T. de Vlieger,2000,,5,,"1.19,6",,,"€ 65,00",6
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,6,Walkabout TH,W.M. Otten,2000,,7,,"1.20,1",,,"€ 0,00",41
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,7,Ypenburg,B. Schwarz jr.,2000,,1,,"1.20,2",,,"€ 0,00","51,2"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,8,You got a Friend,S. Diab,2000,,8,,"1.20,5",,,"€ 0,00","68,3"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,9,Cadillac As,R. Knoll,2000,,11,,"1.20,8",,,"€ 0,00","99,9"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,A,Yata River,R.L. Pools,2000,,10,,,,,"€ 0,00","2,2"
56070,"14-03-10, Duindigt",14:36,4,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 3.500.,,,Drafsport - 2000 - Autostart,A,Ysee Himya,W.P.M. van der Pijl,2000,,9,,,,,"€ 0,00",12
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,1,Minaccia,J.D. ter Borgh,1609,,5,,"1.15,5",,,"€ 400,00","14,7"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,2,You're Vredebest,K.L.C. Roeges,1609,,6,,"1.16,3",,,"€ 200,00","9,8"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,3,Yuri van Gelder,R.T. de Vlieger,1609,,1,,"1.16,4",,,"€ 95,00","7,3"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,4,Yke Sandesman,C.D. Aalbers,1609,,2,,"1.16,9",,,"€ 65,00","4,9"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,5,Wizard Renka,A. Bakker,1609,,4,,"1.17,4",,,"€ 40,00",17
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,6,Yokidoki WW,J. Westenbrink,1609,,3,,"1.17,7",,,"€ 0,00","22,3"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,7,Zowie Butcher,H.W. Langeweg,1609,,7,,"1.18,8",,,"€ 0,00","1,5"
56070,"14-03-10, Duindigt",14:58,5,Russel November-prijs (trio en kwartet),Draverij van meet. Winsom tot € 6.000. (g.l.s.),,,Drafsport - 1609 - Autostart,A,Warrie Renka,M. Huel,1609,,8,,,,,"€ 0,00",
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,1,Wishful Hope,A. Bakker,2000,,8,,"1.17,8",,,"€ 650,00","2,8"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,2,Yahama,N. Jongejans,2000,,7,,"1.18,5",,,"€ 325,00","4,8"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,3,Winston Har,H. Ebbinge,2000,,5,,"1.18,9",,,"€ 155,00","8,9"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,4,Credit Card,J.T. de Jong,2000,,3,,"1.19,0",,,"€ 105,00","10,8"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,5,Zoon van Minne,M.K. Klooster-van der Meer,2000,,6,,"1.19,3",,,"€ 65,00","6,3"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,A,Yuri Idzarda,M.J.W. van Dooyeweerd,2000,,2,,,,,"€ 0,00","3,4"
56070,"14-03-10, Duindigt",15:20,6,Business Club Duindigt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 10.000.,,,Drafsport - 2000 - Autostart,A,Vigo Ricardo,S.K. de Glee,2000,,4,,,,,"€ 0,00","15,9"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,1,Twister Twiko,M.C. Blankendaal,2000,,6,,"1.19,5",,,"€ 400,00",6
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,2,VIP Fortuna,H.F. Hofstra,2000,,7,,"1.19,6",,,"€ 200,00","9,8"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,3,Verari,R. Paardekooper,2000,,5,,"1.19,7",,,"€ 95,00","3,8"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,4,Sierra Angel,C.Y. Verdenius,2000,,2,,"1.19,8",,,"€ 65,00","6,5"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,5,Victory Hollow A,W.M.J. Brouwer,2000,,4,,"1.19,9",,,"€ 40,00","5,8"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,6,Warrior Victory,K. Swagerman,2000,,9,,"1.20,0",,,"€ 0,00","43,5"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,7,Zytana Promise,A. Beekman,2000,,1,,"1.20,1",,,"€ 0,00","17,4"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,8,Terry H,E.M. Mulder,2000,,11,,"1.20,2",,,"€ 0,00",87
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,9,Nimble Flight,J.G.J. Maurix,2000,,3,,"1.20,4",,,"€ 0,00","55,3"
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,10,Reality Fibber,J.A.L. Batist,2000,,8,,"1.21,3",,,"€ 0,00",87
56070,"14-03-10, Duindigt",15:42,7,Meaulnes du Corta-prijs (trio en kwartet),Draverij van meet. Winsom tot € 15.000. Voor amatrices en amateurrijders.,,,Drafsport - 2000 - Autostart,A,Weeschtaaj,J. Terstal,2000,,10,,,,,"€ 0,00","3,4"
56070,"14-03-10, Duindigt",16:04,8,Sponsors wedaandelen bedankt-prijs (trio en kwartet),Draverij van meet. Winsom tot € 25.000.,,,Drafsport - 2000 - Autostart,1,Un Gamin Impuls,R.T. de Vlieger,2000,,8,,"1.17,4",,,"€ 650,00","3,2"
